id_transaccion,indice_split,split,monto_final,es_anomalia,tipo_anomalia,split_sugerido,reconstruction_error,severidad,prediccion_anomalia
TRX-006402,1192,validacion,6.26,0,normal,validacion,0.050051782,normal,0
TRX-006404,1417,prueba,4.9,0,normal,prueba,0.07512863,baja,1
TRX-006408,1193,validacion,6.87,0,normal,validacion,0.06242478,normal,0
TRX-006409,1418,prueba,1.61,0,normal,prueba,0.052218076,normal,0
TRX-006411,1194,validacion,15.51,0,normal,validacion,0.038584687,normal,0
TRX-006413,1195,validacion,5.81,0,normal,validacion,0.051487025,normal,0
TRX-006415,1419,prueba,47.45,0,normal,prueba,0.057710752,normal,0
TRX-006418,1420,prueba,33.82,0,normal,prueba,0.051523667,normal,0
TRX-006420,1196,validacion,3.59,1,descuento_fuera_politica,validacion,0.21288623,alta,1
TRX-006421,1421,prueba,273.11,1,monto_extremo,prueba,2.0836163,alta,1
TRX-006422,1422,prueba,12.79,0,normal,prueba,0.05935189,normal,0
TRX-006426,1197,validacion,5.36,0,normal,validacion,0.047119956,normal,0
TRX-006427,1423,prueba,55.85,0,normal,prueba,0.051820286,normal,0
TRX-006428,1424,prueba,233.74,1,devolucion_monto_alto,prueba,0.9274349,alta,1
TRX-006430,1198,validacion,14.52,0,normal,validacion,0.049834892,normal,0
TRX-006432,1425,prueba,12.13,0,normal,prueba,0.04559235,normal,0
TRX-006434,1199,validacion,53.78,1,venta_fuera_horario,validacion,0.09644145,media,1
TRX-006435,1426,prueba,4.95,0,normal,prueba,0.048798982,normal,0
TRX-006436,1427,prueba,1.71,0,normal,prueba,0.052305423,normal,0
TRX-006437,1200,validacion,3.73,0,normal,validacion,0.044414323,normal,0
TRX-006439,1201,validacion,10.59,0,normal,validacion,0.045139413,normal,0
TRX-006440,1202,validacion,26.94,0,normal,validacion,0.055797197,normal,0
TRX-006441,1203,validacion,27.21,1,empleado_anulaciones_altas,validacion,0.14717272,alta,1
TRX-006444,1428,prueba,1.82,1,venta_fuera_horario,prueba,0.09022937,media,1
TRX-006448,1204,validacion,0.0,1,monto_inconsistente,validacion,0.084675185,media,1
TRX-006451,1205,validacion,8.06,0,normal,validacion,0.03537326,normal,0
TRX-006452,1206,validacion,146.45,1,devolucion_monto_alto,validacion,0.34462315,alta,1
TRX-006454,1207,validacion,11.11,0,normal,validacion,0.046788625,normal,0
TRX-006459,1208,validacion,2.32,0,normal,validacion,0.04909257,normal,0
TRX-006461,1209,validacion,161.17,1,monto_extremo,validacion,0.89548266,alta,1
TRX-006462,1210,validacion,5.65,0,normal,validacion,0.053804208,normal,0
TRX-006464,1429,prueba,-5.0,1,monto_inconsistente,prueba,0.049130064,normal,0
TRX-006465,1430,prueba,226.9,1,monto_extremo,prueba,1.496787,alta,1
TRX-006466,1431,prueba,4.67,0,normal,prueba,0.05708269,normal,0
TRX-006469,1432,prueba,6.81,0,normal,prueba,0.048218146,normal,0
TRX-006473,1211,validacion,22.71,0,normal,validacion,0.050364193,normal,0
TRX-006474,1212,validacion,2.91,0,normal,validacion,0.05071855,normal,0
TRX-006479,1433,prueba,7.5,0,normal,prueba,0.19921112,alta,1
TRX-006480,1434,prueba,15.53,1,venta_fuera_horario,prueba,0.11787173,alta,1
TRX-006482,1213,validacion,-25.0,1,monto_inconsistente,validacion,0.23321486,alta,1
TRX-006484,1435,prueba,26.04,0,normal,prueba,0.053437717,normal,0
TRX-006488,1214,validacion,3.15,0,normal,validacion,0.04634983,normal,0
TRX-006491,1215,validacion,224.75,1,devolucion_monto_alto,validacion,1.5236468,alta,1
TRX-006495,1436,prueba,3.54,0,normal,prueba,0.042617604,normal,0
TRX-006496,1437,prueba,-12.0,1,monto_inconsistente,prueba,0.146864,alta,1
TRX-006504,1438,prueba,11.94,1,venta_fuera_horario,prueba,0.07531856,baja,1
TRX-006507,1216,validacion,32.99,0,normal,validacion,0.042856067,normal,0
TRX-006509,1217,validacion,48.17,0,normal,validacion,0.05230232,normal,0
TRX-006513,1439,prueba,0.0,1,monto_inconsistente,prueba,0.056273304,normal,0
TRX-006514,1218,validacion,6.73,0,normal,validacion,0.061274283,normal,0
TRX-006516,1440,prueba,2.46,0,normal,prueba,0.04781939,normal,0
TRX-006517,1441,prueba,0.0,1,monto_inconsistente,prueba,0.064874694,baja,1
TRX-006518,1219,validacion,3.71,0,normal,validacion,0.075637326,baja,1
TRX-006519,1442,prueba,0.0,1,monto_inconsistente,prueba,0.1036311,media,1
TRX-006520,1443,prueba,45.67,0,normal,prueba,0.052247018,normal,0
TRX-006521,1444,prueba,1.1,1,descuento_fuera_politica,prueba,0.22798675,alta,1
TRX-006523,1445,prueba,173.76,1,monto_extremo,prueba,0.7504497,alta,1
TRX-006526,1220,validacion,6.78,0,normal,validacion,0.0528849,normal,0
TRX-006530,1221,validacion,1.29,0,normal,validacion,0.043415785,normal,0
TRX-006531,1446,prueba,2.64,0,normal,prueba,0.051670294,normal,0
TRX-006534,1222,validacion,2.29,0,normal,validacion,0.041831587,normal,0
TRX-006537,1447,prueba,9.86,0,normal,prueba,0.051407,normal,0
TRX-006540,1448,prueba,6.53,0,normal,prueba,0.050526455,normal,0
TRX-006541,1449,prueba,8.28,1,descuento_fuera_politica,prueba,0.12199898,alta,1
TRX-006544,1450,prueba,6.96,0,normal,prueba,0.050436597,normal,0
TRX-006545,1451,prueba,10.67,0,normal,prueba,0.038123116,normal,0
TRX-006548,1452,prueba,23.15,0,normal,prueba,0.042849608,normal,0
TRX-006549,1223,validacion,0.69,1,efectivo_descuento_alto,validacion,0.09753539,media,1
TRX-006551,1453,prueba,4.5,0,normal,prueba,0.04477741,normal,0
TRX-006552,1454,prueba,11.11,1,descuento_fuera_politica,prueba,0.09308207,media,1
TRX-006555,1455,prueba,9.45,0,normal,prueba,0.04730667,normal,0
TRX-006556,1456,prueba,6.18,1,efectivo_descuento_alto,prueba,0.10548752,media,1
TRX-006557,1457,prueba,5.74,0,normal,prueba,0.047723297,normal,0
TRX-006558,1458,prueba,21.37,0,normal,prueba,0.046098337,normal,0
TRX-006561,1224,validacion,2.28,0,normal,validacion,0.0447792,normal,0
TRX-006565,1459,prueba,10.49,0,normal,prueba,0.05843011,normal,0
TRX-006567,1460,prueba,6.95,0,normal,prueba,0.04833657,normal,0
TRX-006568,1225,validacion,113.93,1,empleado_anulaciones_altas,validacion,0.2562588,alta,1
TRX-006570,1461,prueba,234.79,1,devolucion_monto_alto,prueba,1.275576,alta,1
TRX-006571,1462,prueba,7.96,0,normal,prueba,0.0388925,normal,0
TRX-006573,1463,prueba,10.26,0,normal,prueba,0.051344663,normal,0
TRX-006574,1226,validacion,5.01,0,normal,validacion,0.04748231,normal,0
TRX-006575,1227,validacion,5.78,0,normal,validacion,0.051517904,normal,0
TRX-006580,1228,validacion,9.14,0,normal,validacion,0.047229443,normal,0
TRX-006584,1229,validacion,17.58,1,efectivo_descuento_alto,validacion,0.07838013,baja,1
TRX-006585,1464,prueba,14.11,1,efectivo_descuento_alto,prueba,0.10832149,alta,1
TRX-006588,1465,prueba,27.14,0,normal,prueba,0.061109867,normal,0
TRX-006589,1466,prueba,0.49,1,descuento_fuera_politica,prueba,0.274862,alta,1
TRX-006590,1467,prueba,8.81,0,normal,prueba,0.05013055,normal,0
TRX-006591,1230,validacion,7.09,0,normal,validacion,0.0423054,normal,0
TRX-006593,1231,validacion,25.98,0,normal,validacion,0.046015255,normal,0
TRX-006594,1468,prueba,1.05,0,normal,prueba,0.05760444,normal,0
TRX-006596,1469,prueba,90.04,1,empleado_anulaciones_altas,prueba,0.2895657,alta,1
TRX-006598,1470,prueba,19.36,0,normal,prueba,0.043816227,normal,0
TRX-006601,1232,validacion,-5.0,1,monto_inconsistente,validacion,0.16370808,alta,1
TRX-006603,1471,prueba,10.34,1,descuento_fuera_politica,prueba,0.27286786,alta,1
TRX-006606,1472,prueba,1.03,1,descuento_fuera_politica,prueba,0.0701808,baja,1
TRX-006607,1473,prueba,96.49,1,empleado_anulaciones_altas,prueba,0.2839158,alta,1
TRX-006609,1233,validacion,3.84,0,normal,validacion,0.038224787,normal,0
TRX-006614,1474,prueba,126.96,1,monto_extremo,prueba,0.3580209,alta,1
TRX-006616,1475,prueba,161.54,1,devolucion_monto_alto,prueba,0.78672296,alta,1
TRX-006617,1476,prueba,243.33,1,monto_extremo,prueba,1.3744581,alta,1
TRX-006618,1234,validacion,6.0,0,normal,validacion,0.046404753,normal,0
TRX-006632,1477,prueba,9.08,0,normal,prueba,0.047488935,normal,0
TRX-006634,1478,prueba,1.61,0,normal,prueba,0.046367347,normal,0
TRX-006636,1479,prueba,8.34,0,normal,prueba,0.038345464,normal,0
TRX-006638,1480,prueba,266.43,1,monto_extremo,prueba,1.5236003,alta,1
TRX-006640,1481,prueba,26.5,0,normal,prueba,0.050567754,normal,0
TRX-006645,1235,validacion,4.65,0,normal,validacion,0.05130857,normal,0
TRX-006646,1482,prueba,9.49,1,venta_fuera_horario,prueba,0.08932326,media,1
TRX-006647,1483,prueba,6.3,1,descuento_fuera_politica,prueba,0.08253178,baja,1
TRX-006649,1484,prueba,10.65,1,descuento_fuera_politica,prueba,0.19934165,alta,1
TRX-006652,1236,validacion,1.29,1,venta_fuera_horario,validacion,0.084444694,media,1
TRX-006655,1237,validacion,4.05,0,normal,validacion,0.03967879,normal,0
TRX-006657,1485,prueba,23.2,0,normal,prueba,0.07576827,baja,1
TRX-006659,1238,validacion,11.78,0,normal,validacion,0.040005535,normal,0
TRX-006660,1486,prueba,5.97,1,venta_fuera_horario,prueba,0.09755998,media,1
TRX-006661,1487,prueba,248.45,1,devolucion_monto_alto,prueba,1.3572098,alta,1
TRX-006665,1239,validacion,3.74,0,normal,validacion,0.04855306,normal,0
TRX-006667,1488,prueba,142.41,1,devolucion_monto_alto,prueba,0.245655,alta,1
TRX-006672,1240,validacion,7.19,0,normal,validacion,0.03710176,normal,0
TRX-006673,1489,prueba,0.4,1,descuento_fuera_politica,prueba,0.1561177,alta,1
TRX-006676,1241,validacion,4.22,0,normal,validacion,0.0538687,normal,0
TRX-006678,1490,prueba,34.57,0,normal,prueba,0.07862883,baja,1
TRX-006680,1491,prueba,165.62,1,devolucion_monto_alto,prueba,0.59888613,alta,1
TRX-006681,1242,validacion,8.94,0,normal,validacion,0.050331093,normal,0
TRX-006683,1492,prueba,4.81,0,normal,prueba,0.052239787,normal,0
TRX-006684,1493,prueba,1.43,1,descuento_fuera_politica,prueba,0.20849568,alta,1
TRX-006685,1243,validacion,26.27,1,empleado_anulaciones_altas,validacion,0.08118203,baja,1
TRX-006690,1244,validacion,3.92,0,normal,validacion,0.041300923,normal,0
TRX-006692,1494,prueba,4.65,0,normal,prueba,0.05260976,normal,0
TRX-006693,1495,prueba,3.82,0,normal,prueba,0.050989125,normal,0
TRX-006694,1245,validacion,70.08,0,normal,validacion,0.04360701,normal,0
TRX-006696,1246,validacion,17.44,0,normal,validacion,0.054977763,normal,0
TRX-006697,1247,validacion,21.32,0,normal,validacion,0.047542628,normal,0
TRX-006704,1248,validacion,874.05,1,monto_extremo,validacion,18.671055,alta,1
TRX-006708,1496,prueba,19.86,0,normal,prueba,0.04739039,normal,0
TRX-006709,1497,prueba,1.22,0,normal,prueba,0.0441243,normal,0
TRX-006711,1498,prueba,27.08,0,normal,prueba,0.046719946,normal,0
TRX-006715,1499,prueba,9.03,0,normal,prueba,0.055187285,normal,0
TRX-006718,1500,prueba,5.93,0,normal,prueba,0.051572006,normal,0
TRX-006721,1249,validacion,35.63,0,normal,validacion,0.049153205,normal,0
TRX-006723,1501,prueba,3.2,0,normal,prueba,0.056004312,normal,0
TRX-006725,1250,validacion,6.5,0,normal,validacion,0.04906867,normal,0
TRX-006726,1251,validacion,34.68,0,normal,validacion,0.04150006,normal,0
TRX-006728,1502,prueba,0.0,1,monto_inconsistente,prueba,0.05625271,normal,0
TRX-006737,1252,validacion,11.8,0,normal,validacion,0.045281254,normal,0
TRX-006741,1253,validacion,167.04,1,monto_extremo,validacion,0.6648557,alta,1
TRX-006742,1503,prueba,48.2,0,normal,prueba,0.05408701,normal,0
TRX-006746,1254,validacion,5.49,0,normal,validacion,0.075953245,baja,1
TRX-006749,1255,validacion,3.55,0,normal,validacion,0.05106971,normal,0
TRX-006753,1504,prueba,11.48,0,normal,prueba,0.051889796,normal,0
TRX-006754,1505,prueba,10.92,1,descuento_fuera_politica,prueba,0.12056255,alta,1
TRX-006759,1506,prueba,10.6,1,venta_fuera_horario,prueba,0.08500402,media,1
TRX-006760,1256,validacion,5.28,0,normal,validacion,0.04507053,normal,0
TRX-006761,1507,prueba,1.52,1,efectivo_descuento_alto,prueba,0.096738555,media,1
TRX-006764,1508,prueba,20.33,0,normal,prueba,0.051928617,normal,0
TRX-006765,1509,prueba,126.48,1,monto_extremo,prueba,0.43940052,alta,1
TRX-006767,1510,prueba,160.15,1,devolucion_monto_alto,prueba,0.4701058,alta,1
TRX-006769,1257,validacion,14.64,1,descuento_fuera_politica,validacion,0.29285476,alta,1
TRX-006770,1258,validacion,8.15,0,normal,validacion,0.05603338,normal,0
TRX-006773,1511,prueba,8.35,0,normal,prueba,0.040353928,normal,0
TRX-006776,1512,prueba,55.06,0,normal,prueba,0.053626608,normal,0
TRX-006779,1259,validacion,218.82,1,devolucion_monto_alto,validacion,1.164431,alta,1
TRX-006780,1513,prueba,3.71,0,normal,prueba,0.049335435,normal,0
TRX-006781,1514,prueba,273.83,1,monto_extremo,prueba,1.5918226,alta,1
TRX-006785,1260,validacion,3.13,1,descuento_fuera_politica,validacion,0.21836698,alta,1
TRX-006786,1261,validacion,4.05,0,normal,validacion,0.04156899,normal,0
TRX-006793,1515,prueba,0.35,1,descuento_fuera_politica,prueba,0.3319811,alta,1
TRX-006801,1516,prueba,12.47,0,normal,prueba,0.05668522,normal,0
TRX-006802,1517,prueba,5.16,0,normal,prueba,0.052970104,normal,0
TRX-006807,1518,prueba,213.17,1,devolucion_monto_alto,prueba,1.064,alta,1
TRX-006809,1262,validacion,-5.0,1,monto_inconsistente,validacion,0.07164976,baja,1
TRX-006811,1263,validacion,26.7,1,empleado_anulaciones_altas,validacion,0.18370123,alta,1
TRX-006812,1264,validacion,39.63,0,normal,validacion,0.05066424,normal,0
TRX-006813,1519,prueba,10.95,0,normal,prueba,0.04941597,normal,0
TRX-006816,1265,validacion,11.54,0,normal,validacion,0.038423948,normal,0
TRX-006818,1520,prueba,141.67,1,devolucion_monto_alto,prueba,0.5574654,alta,1
TRX-006820,1521,prueba,4.12,0,normal,prueba,0.054701727,normal,0
TRX-006828,1522,prueba,22.64,0,normal,prueba,0.04698068,normal,0
TRX-006829,1266,validacion,5.37,0,normal,validacion,0.05156254,normal,0
TRX-006834,1523,prueba,8.09,0,normal,prueba,0.052697998,normal,0
TRX-006837,1267,validacion,3.86,0,normal,validacion,0.046480615,normal,0
TRX-006839,1524,prueba,21.59,0,normal,prueba,0.05066794,normal,0
TRX-006841,1268,validacion,228.35,1,monto_extremo,validacion,0.9452546,alta,1
TRX-006844,1269,validacion,2.75,0,normal,validacion,0.050499905,normal,0
TRX-006851,1270,validacion,7.94,0,normal,validacion,0.05186341,normal,0
TRX-006852,1271,validacion,9.03,0,normal,validacion,0.049694385,normal,0
TRX-006853,1272,validacion,4.78,0,normal,validacion,0.04847986,normal,0
TRX-006854,1273,validacion,4.13,0,normal,validacion,0.0480069,normal,0
TRX-006855,1525,prueba,17.73,0,normal,prueba,0.051055048,normal,0
TRX-006858,1526,prueba,195.1,1,devolucion_monto_alto,prueba,0.6022442,alta,1
TRX-006862,1527,prueba,10.76,0,normal,prueba,0.047622163,normal,0
TRX-006864,1274,validacion,63.27,1,empleado_anulaciones_altas,validacion,0.38000655,alta,1
TRX-006866,1528,prueba,37.77,0,normal,prueba,0.048633512,normal,0
TRX-006867,1529,prueba,185.68,1,monto_extremo,prueba,0.64915437,alta,1
TRX-006870,1530,prueba,10.05,0,normal,prueba,0.050094515,normal,0
TRX-006871,1531,prueba,36.45,1,venta_fuera_horario,prueba,0.10701184,alta,1
TRX-006873,1532,prueba,9.86,0,normal,prueba,0.04636004,normal,0
TRX-006877,1533,prueba,37.93,0,normal,prueba,0.05764821,normal,0
TRX-006878,1275,validacion,5.31,0,normal,validacion,0.05372388,normal,0
TRX-006880,1276,validacion,29.17,0,normal,validacion,0.049853437,normal,0
TRX-006881,1277,validacion,2.65,1,venta_fuera_horario,validacion,0.109984726,alta,1
TRX-006883,1278,validacion,-5.0,1,monto_inconsistente,validacion,0.1523136,alta,1
TRX-006884,1534,prueba,1.73,1,descuento_fuera_politica,prueba,0.49186808,alta,1
TRX-006891,1279,validacion,28.3,1,venta_fuera_horario,validacion,0.09040259,media,1
TRX-006892,1535,prueba,7.67,0,normal,prueba,0.04010571,normal,0
TRX-006894,1280,validacion,16.94,1,venta_fuera_horario,validacion,0.08192223,baja,1
TRX-006897,1281,validacion,3.98,0,normal,validacion,0.041036986,normal,0
TRX-006898,1282,validacion,22.61,1,venta_fuera_horario,validacion,0.099918984,media,1
TRX-006901,1283,validacion,10.34,0,normal,validacion,0.052620023,normal,0
TRX-006902,1284,validacion,110.05,1,empleado_anulaciones_altas,validacion,0.61034757,alta,1
TRX-006903,1285,validacion,3.38,1,efectivo_descuento_alto,validacion,0.105431564,media,1
TRX-006904,1536,prueba,2.77,0,normal,prueba,0.051743034,normal,0
TRX-006907,1286,validacion,3.86,0,normal,validacion,0.042058803,normal,0
TRX-006909,1537,prueba,1.73,0,normal,prueba,0.05204581,normal,0
TRX-006910,1538,prueba,92.14,1,empleado_anulaciones_altas,prueba,0.32406223,alta,1
TRX-006911,1539,prueba,186.74,1,devolucion_monto_alto,prueba,0.99875563,alta,1
TRX-006918,1287,validacion,5.26,0,normal,validacion,0.046452682,normal,0
TRX-006920,1288,validacion,13.85,0,normal,validacion,0.038719565,normal,0
TRX-006922,1289,validacion,111.32,1,devolucion_monto_alto,validacion,0.2691381,alta,1
TRX-006924,1290,validacion,1.54,1,descuento_fuera_politica,validacion,0.20715702,alta,1
TRX-006926,1540,prueba,8.92,0,normal,prueba,0.042801667,normal,0
TRX-006927,1541,prueba,0.0,1,monto_inconsistente,prueba,0.054440755,normal,0
TRX-006928,1291,validacion,5.52,0,normal,validacion,0.045809533,normal,0
TRX-006930,1542,prueba,22.37,0,normal,prueba,0.04963263,normal,0
TRX-006931,1292,validacion,4.04,0,normal,validacion,0.03945518,normal,0
TRX-006932,1293,validacion,4.98,0,normal,validacion,0.041978285,normal,0
TRX-006936,1294,validacion,10.81,0,normal,validacion,0.054181248,normal,0
TRX-006942,1543,prueba,12.28,0,normal,prueba,0.03786152,normal,0
TRX-006944,1295,validacion,105.66,1,devolucion_monto_alto,validacion,0.57720935,alta,1
TRX-006945,1544,prueba,1.44,0,normal,prueba,0.05197224,normal,0
TRX-006950,1296,validacion,7.93,1,descuento_fuera_politica,validacion,0.08712023,media,1
TRX-006952,1297,validacion,26.93,0,normal,validacion,0.04855538,normal,0
TRX-006955,1545,prueba,3.3,0,normal,prueba,0.0513527,normal,0
TRX-006956,1546,prueba,21.94,0,normal,prueba,0.059556007,normal,0
TRX-006958,1298,validacion,14.47,0,normal,validacion,0.05051093,normal,0
TRX-006963,1299,validacion,11.22,0,normal,validacion,0.048875473,normal,0
TRX-006964,1300,validacion,2.12,0,normal,validacion,0.063402526,normal,0
TRX-006968,1547,prueba,2.58,0,normal,prueba,0.041532896,normal,0
TRX-006969,1548,prueba,5.08,0,normal,prueba,0.04934266,normal,0
TRX-006971,1301,validacion,7.82,0,normal,validacion,0.050001413,normal,0
TRX-006973,1302,validacion,3.14,0,normal,validacion,0.048736632,normal,0
TRX-006974,1549,prueba,26.83,0,normal,prueba,0.053571273,normal,0
TRX-006976,1303,validacion,8.97,1,venta_fuera_horario,validacion,0.08244796,baja,1
TRX-006979,1550,prueba,12.31,0,normal,prueba,0.046402764,normal,0
TRX-006983,1304,validacion,3.97,0,normal,validacion,0.044656277,normal,0
TRX-006987,1305,validacion,359.9,1,monto_extremo,validacion,2.5231018,alta,1
TRX-006990,1551,prueba,26.14,0,normal,prueba,0.045742925,normal,0
TRX-006991,1552,prueba,129.8,1,devolucion_monto_alto,prueba,0.39498398,alta,1
TRX-006992,1306,validacion,2.01,1,venta_fuera_horario,validacion,0.082955115,media,1
TRX-006995,1307,validacion,75.78,1,empleado_anulaciones_altas,validacion,0.08580494,media,1
TRX-006996,1553,prueba,2.02,1,descuento_fuera_politica,prueba,0.15209925,alta,1
TRX-006997,1308,validacion,4.94,0,normal,validacion,0.05793234,normal,0
TRX-006999,1309,validacion,104.55,1,empleado_anulaciones_altas,validacion,0.19524734,alta,1
TRX-007000,1310,validacion,7.91,0,normal,validacion,0.050941914,normal,0
TRX-007002,1554,prueba,25.8,1,venta_fuera_horario,prueba,0.10687764,alta,1
TRX-007005,1311,validacion,6.24,1,venta_fuera_horario,validacion,0.09967563,media,1
TRX-007009,1312,validacion,3.91,0,normal,validacion,0.0392033,normal,0
TRX-007011,1313,validacion,19.01,1,descuento_fuera_politica,validacion,0.09656143,media,1
TRX-007012,1555,prueba,1.46,1,efectivo_descuento_alto,prueba,0.07688787,baja,1
TRX-007013,1314,validacion,8.46,1,efectivo_descuento_alto,validacion,0.0951071,media,1
TRX-007015,1315,validacion,7.89,1,descuento_fuera_politica,validacion,0.1368125,alta,1
TRX-007017,1556,prueba,2.77,1,descuento_fuera_politica,prueba,0.13524197,alta,1
TRX-007018,1557,prueba,26.87,0,normal,prueba,0.061022997,normal,0
TRX-007020,1558,prueba,3.84,0,normal,prueba,0.045687906,normal,0
TRX-007025,1559,prueba,3.87,0,normal,prueba,0.046758622,normal,0
TRX-007027,1560,prueba,2.69,0,normal,prueba,0.05149169,normal,0
TRX-007029,1316,validacion,6.95,0,normal,validacion,0.04674667,normal,0
TRX-007031,1317,validacion,0.93,0,normal,validacion,0.05382809,normal,0
TRX-007034,1561,prueba,1.25,0,normal,prueba,0.045000684,normal,0
TRX-007035,1318,validacion,23.89,0,normal,validacion,0.04733756,normal,0
TRX-007043,1562,prueba,48.16,1,empleado_anulaciones_altas,prueba,0.2428737,alta,1
TRX-007045,1563,prueba,-5.0,1,monto_inconsistente,prueba,0.08570898,media,1
TRX-007049,1564,prueba,162.76,1,monto_extremo,prueba,0.9439803,alta,1
TRX-007050,1319,validacion,2.28,0,normal,validacion,0.058585186,normal,0
TRX-007051,1320,validacion,27.07,0,normal,validacion,0.05584294,normal,0
TRX-007055,1321,validacion,3.4,0,normal,validacion,0.08050974,baja,1
TRX-007058,1565,prueba,1.71,0,normal,prueba,0.04723008,normal,0
TRX-007059,1322,validacion,13.31,0,normal,validacion,0.05390486,normal,0
TRX-007061,1323,validacion,8.14,0,normal,validacion,0.05051317,normal,0
TRX-007062,1566,prueba,2.97,0,normal,prueba,0.054082025,normal,0
TRX-007063,1324,validacion,5.49,0,normal,validacion,0.04680431,normal,0
TRX-007064,1325,validacion,12.37,0,normal,validacion,0.048583135,normal,0
TRX-007066,1326,validacion,19.81,1,venta_fuera_horario,validacion,0.094660856,media,1
TRX-007067,1567,prueba,11.8,0,normal,prueba,0.048637837,normal,0
TRX-007068,1327,validacion,5.54,0,normal,validacion,0.05283928,normal,0
TRX-007069,1568,prueba,0.64,1,descuento_fuera_politica,prueba,0.101895586,media,1
TRX-007070,1569,prueba,118.18,1,devolucion_monto_alto,prueba,0.2772964,alta,1
TRX-007072,1570,prueba,7.61,1,efectivo_descuento_alto,prueba,0.095717125,media,1
TRX-007077,1571,prueba,1.05,0,normal,prueba,0.052485194,normal,0
TRX-007079,1328,validacion,-5.0,1,monto_inconsistente,validacion,0.11302843,alta,1
TRX-007083,1572,prueba,4.54,1,efectivo_descuento_alto,prueba,0.118513934,alta,1
TRX-007087,1329,validacion,2.76,1,descuento_fuera_politica,validacion,0.09881827,media,1
TRX-007088,1330,validacion,32.01,0,normal,validacion,0.05611882,normal,0
TRX-007089,1573,prueba,11.79,1,efectivo_descuento_alto,prueba,0.053411666,normal,0
TRX-007091,1574,prueba,9.75,0,normal,prueba,0.078825444,baja,1
TRX-007093,1575,prueba,4.64,1,venta_fuera_horario,prueba,0.07708727,baja,1
TRX-007094,1331,validacion,3.33,0,normal,validacion,0.045663737,normal,0
TRX-007096,1576,prueba,4.27,0,normal,prueba,0.036815025,normal,0
TRX-007097,1577,prueba,5.24,1,venta_fuera_horario,prueba,0.11488331,alta,1
TRX-007098,1332,validacion,15.5,0,normal,validacion,0.049157854,normal,0
TRX-007099,1333,validacion,198.54,1,monto_extremo,validacion,0.8566039,alta,1
TRX-007100,1578,prueba,3.35,0,normal,prueba,0.04596665,normal,0
TRX-007101,1579,prueba,6.33,0,normal,prueba,0.04455329,normal,0
TRX-007103,1334,validacion,30.99,0,normal,validacion,0.052461524,normal,0
TRX-007104,1580,prueba,3.29,1,venta_fuera_horario,prueba,0.10239357,media,1
TRX-007105,1581,prueba,53.92,1,empleado_anulaciones_altas,prueba,0.08222278,baja,1
TRX-007106,1582,prueba,3.46,1,efectivo_descuento_alto,prueba,0.15632729,alta,1
TRX-007107,1335,validacion,1.74,0,normal,validacion,0.049030375,normal,0
TRX-007109,1583,prueba,5.94,0,normal,prueba,0.04702659,normal,0
TRX-007110,1584,prueba,7.23,0,normal,prueba,0.047137547,normal,0
TRX-007112,1585,prueba,21.99,0,normal,prueba,0.05207566,normal,0
TRX-007114,1586,prueba,10.41,1,efectivo_descuento_alto,prueba,0.1438711,alta,1
TRX-007115,1587,prueba,56.89,0,normal,prueba,0.039465185,normal,0
TRX-007119,1336,validacion,-5.0,1,monto_inconsistente,validacion,0.06443626,baja,1
TRX-007123,1588,prueba,3.73,0,normal,prueba,0.04344366,normal,0
TRX-007124,1589,prueba,17.65,1,venta_fuera_horario,prueba,0.11787639,alta,1
TRX-007126,1590,prueba,3.0,0,normal,prueba,0.057629872,normal,0
TRX-007129,1337,validacion,27.44,0,normal,validacion,0.052117717,normal,0
TRX-007130,1591,prueba,97.25,1,devolucion_monto_alto,prueba,0.35593385,alta,1
TRX-007131,1592,prueba,204.33,1,monto_extremo,prueba,0.9248398,alta,1
TRX-007134,1593,prueba,1.27,0,normal,prueba,0.04463024,normal,0
TRX-007137,1594,prueba,4.11,0,normal,prueba,0.045607314,normal,0
TRX-007139,1338,validacion,4.28,0,normal,validacion,0.04935455,normal,0
TRX-007140,1595,prueba,15.09,0,normal,prueba,0.03990701,normal,0
TRX-007141,1339,validacion,29.13,0,normal,validacion,0.050141092,normal,0
TRX-007143,1340,validacion,-5.0,1,monto_inconsistente,validacion,0.06380055,baja,1
TRX-007144,1341,validacion,13.43,1,descuento_fuera_politica,validacion,0.088218935,media,1
TRX-007146,1596,prueba,3.29,1,efectivo_descuento_alto,prueba,0.08195565,baja,1
TRX-007149,1597,prueba,14.98,1,venta_fuera_horario,prueba,0.11197438,alta,1
TRX-007150,1342,validacion,8.46,0,normal,validacion,0.04827756,normal,0
TRX-007151,1343,validacion,8.73,0,normal,validacion,0.04170241,normal,0
TRX-007153,1598,prueba,19.3,0,normal,prueba,0.050877664,normal,0
TRX-007154,1599,prueba,16.82,0,normal,prueba,0.038740747,normal,0
TRX-007159,1600,prueba,124.87,1,devolucion_monto_alto,prueba,0.47235635,alta,1
TRX-007161,1601,prueba,10.54,1,venta_fuera_horario,prueba,0.0977413,media,1
TRX-007162,1602,prueba,1.09,0,normal,prueba,0.04769942,normal,0
TRX-007164,1603,prueba,66.48,1,empleado_anulaciones_altas,prueba,0.2745821,alta,1
TRX-007165,1344,validacion,85.68,1,empleado_anulaciones_altas,validacion,0.5214645,alta,1
TRX-007169,1345,validacion,19.0,0,normal,validacion,0.03950123,normal,0
TRX-007172,1604,prueba,10.56,0,normal,prueba,0.053429943,normal,0
